name,address,latitude,longitude,담당부서,시설코드,시설구분,부서 담당자,추가정보1,추가정보2,비고
낙동강하류방제비축센터,경남 김해시 대동면 초정리 58-11,35.244249438515,128.994715041013,대구경북환경본부 환경서비스처 유역관리부,3002.0,기타,강건호 대리(010-4429-2514),-,-,-
소규모방제창고(예천),경북 예천군 지보면 지풍로 1034,36.540983964941,128.464042585559,대구경북환경본부 환경서비스처 유역관리부,3003.0,기타,강건호 대리(010-4429-2514),-,-,-
소규모방제창고(적포),경남 합천군 청덕면 앙진리 544-1,35.52729851358,128.358403364363,대구경북환경본부 환경서비스처 유역관리부,3004.0,기타,강건호 대리(010-4429-2514),-,-,-
소규모방제창고(달성),대구 달성군 논공읍 남리 471-2,35.725220267533,128.435776042024,대구경북환경본부 환경서비스처 유역관리부,3005.0,기타,강건호 대리(010-4429-2514),-,-,-
소규모방제창고(밀양),경남 밀양시 하남읍 수산리 130,35.371403400093,128.72036472092,대구경북환경본부 환경서비스처 유역관리부,3006.0,기타,강건호 대리(010-4429-2514),-,-,-
소규모방제창고(창암),경남 김해시 생림면 마사리 20-13,35.379081194,128.832998875916,대구경북환경본부 환경서비스처 유역관리부,3007.0,기타,강건호 대리(010-4429-2514),-,-,-
안동댐하류수질측정소,"경북 안동시 석주로 264(상아동 산151, 영락교)",36.581145267273,128.763310307992,대구경북환경본부 환경서비스처 유역관리부,3008.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
풍양수질측정소,경북 예천군 풍양면 삼강로 1063-57(삼강리 산43-3),36.553217645925,128.298860575106,대구경북환경본부 환경서비스처 유역관리부,3009.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
회상수질측정소,경북 상주시 중동면 회상3길 41,36.455117996473,128.259929792386,대구경북환경본부 환경서비스처 유역관리부,3010.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
신암수질측정소,"경북 상주시 중동면 상주다인로 392-9(신암리 176-4, 중동교)",36.405108281438,128.305597692393,대구경북환경본부 환경서비스처 유역관리부,3011.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
위천수질측정소,경북 상주시 중동면 우물리 366,36.405962736535,128.3286727538,대구경북환경본부 환경서비스처 유역관리부,3012.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
도개수질측정소,"경북 구미시 도개면 강동로 2695(신림리 726-10, 일선교)",36.273205795453,128.345795389426,대구경북환경본부 환경서비스처 유역관리부,3013.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
감천수질측정소,"경북 구미시 선산읍  어강길 201-24(원리 310-5, 남산교)",36.223671136528,128.335117180056,대구경북환경본부 환경서비스처 유역관리부,3014.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
해평수질측정소,"경북 구미시 고아읍 봉한4안길 242(봉한리 2-5, 숭선대교)",36.193592509345,128.362960186025,대구경북환경본부 환경서비스처 유역관리부,3015.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
왜관수질측정소,"경북 칠곡군 기산면 주산로 1166-39(행정리 1285-1, 제2왜관교)",35.981013321309,128.38710006717,대구경북환경본부 환경서비스처 유역관리부,3016.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
다산수질측정소,경북 고령군 다산면 월암길 131-6,35.849082374875,128.403546031752,대구경북환경본부 환경서비스처 유역관리부,3017.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
내성천수질측정소,경북 예천군 용궁면 회룡대길 2(대은리 480-1),36.585260446456,128.319435142129,대구경북환경본부 환경서비스처 유역관리부,3018.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
구미수질측정소,경북 칠곡군 석적읍 3공단1로 1-15(중리 726-3),36.084488712291,128.397561352885,대구경북환경본부 환경서비스처 유역관리부,3019.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
회천수질측정소,"경북 고령군 우곡면 우곡로 1033-12(사촌리 899-1, 윗골교차로)",35.687051804591,128.335528563864,대구경북환경본부 환경서비스처 유역관리부,3020.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
성서수질측정소,대구 달성군 화원읍 구라로 92(구라리 786-2),35.8191640935,128.492124643406,대구경북환경본부 환경서비스처 유역관리부,3021.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
청도천수질측정소,"경북 청도군 청도읍 박월길 12-27(월곡리 74, 박월교)",35.625784115692,128.763060862554,대구경북환경본부 환경서비스처 유역관리부,3022.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
봉화수질측정소,경북 봉화군 소천면 분철길 15-29(분천리 1146-7),36.947332972562,129.026692873004,대구경북환경본부 환경서비스처 유역관리부,3023.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
낙동강중상류방제비축센터,대구 달서구 대천동 900-1,35.83340880267,128.486589066911,대구경북환경본부 환경서비스처 유역관리부,3001.0,기타,강건호 대리(010-4429-2514),-,-,-
안동수질측정소,"경북 안동시 풍천면 풍일로 36-22(도양리 7-2, 광덕교)",36.55138515241,128.509308466925,대구경북환경본부 환경서비스처 유역관리부,3024.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
칠곡수질측정소,경북 칠곡군 북삼읍 강변서로 666,36.069301919113,128.384655066014,대구경북환경본부 환경서비스처 유역관리부,3025.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
남천수질측정소,대구 수성구 고산로 277-15(매호동 122-2),35.855594149723,128.707927637132,대구경북환경본부 환경서비스처 유역관리부,3026.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
강창수질측정소,대구 달성군 다사읍 서재로 271,35.885500025882,128.50334524573,대구경북환경본부 환경서비스처 유역관리부,3027.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
고령수질측정소,"경북 고령군 성산면 성산로 1140(삼대리 112-3, 고령교)",35.752367449809,128.386405542673,대구경북환경본부 환경서비스처 유역관리부,3028.0,수질측정소,강건호 대리(010-4429-2514),-,-,-
성주폐비닐 재활용시설,경북 성주군 가천면 가천로 110-9,35.887761630997,128.163229072542,대구경북환경본부 자원순환관리처 자원순환사업부,3029.0,영농폐비닐 재활용시설,김경환 대리(010-7525-4330),-,-,-
봉화폐비닐 재활용시설,경북 봉화군 봉화읍 농업인길 94,36.900934109884,128.766398201122,대구경북환경본부 자원순환관리처 자원순환사업부,3030.0,영농폐비닐 재활용시설,김경환 대리(010-7525-4330),-,-,-
의성수거사업소,경북 의성군 의성읍 철파리 541-2,36.360500970092,128.661790037836,대구경북환경본부 자원순환관리처 자원순환사업부,3031.0,영농폐기물 수거사업소,김경환 대리(010-7525-4330),-,-,-
영천수거사업소,경북 영천시 대창면 대창리 910-1,35.872908102289,128.884002253825,대구경북환경본부 자원순환관리처 자원순환사업부,3032.0,영농폐기물 수거사업소,김경환 대리(010-7525-4330),-,-,-
영양수거사업소,경북 영양군 입암면 신구리 54-2,36.601813070756,129.091238355772,대구경북환경본부 자원순환관리처 자원순환사업부,3035.0,영농폐기물 수거사업소,김경환 대리(010-7525-4330),-,-,-
안동수거사업소,경북 안동시 임하면 금소길 97,36.490828248901,128.86878918338,대구경북환경본부 자원순환관리처 자원순환사업부,3036.0,영농폐기물 수거사업소,김경환 대리(010-7525-4330),-,-,-
압수폐기물 보관창고,대구시 달서구 성서공단로40,35.832825883214,128.487231036875,대구경북환경본부 자원순환관리처 자원순환사업부,3037.0,압수폐기물 보관창고,김경환 대리(010-7525-4330),-,-,-
성서청사,대구시 달서구 성서공단로40,35.832825883214,128.487231036875,대구경북환경본부 자원순환관리처 자원순환사업부,3039.0,청사,김경환 대리(010-7525-4330),-,-,-
안동폐비닐 재활용시설,경북 안동시 임하면 금소길 97,36.490828248901,128.86878918338,대구경북환경본부 자원순환관리처 자원순환사업부,3042.0,영농폐비닐 재활용시설,김경환 대리(010-7525-4330),-,-,-
포항수거사업소,경북 포항시 북구 우현동 303-3,36.057873277952,129.354053935667,대구경북환경본부 자원순환관리처 자원순환사업부,3043.0,영농폐기물 수거사업소,김경환 대리(010-7525-4330),-,-,-
성주수거사업소,경북 성주군 가천면 가천로 110-9,35.887761630997,128.163229072542,대구경북환경본부 자원순환관리처 자원순환사업부,3044.0,영농폐기물 수거사업소,김경환 대리(010-7525-4330),-,-,-
봉화수거사업소,경북 봉화군 봉화읍 농업인길 94,36.900934109884,128.766398201122,대구경북환경본부 자원순환관리처 자원순환사업부,3045.0,영농폐기물 수거사업소,김경환 대리(010-7525-4330),-,-,-
구미수거사업소,경북 구미시 부곡동 635,36.15484946694,128.29356942712,대구경북환경본부 자원순환관리처 자원순환사업부,3046.0,영농폐기물 수거사업소,김경환 대리(010-7525-4330),-,-,-
재활용품 비축기지,대구시 달서구 성서공단로40,35.832825883214,128.487231036875,대구경북환경본부 자원순환관리처 자원순환사업부,3047.0,재활용품 비축기지,김경환 대리(010-7525-4330),-,-,-
미래폐자원 거점수거센터,대구시 달서구 성서공단로40,35.832825883214,128.487231036875,대구경북환경본부 자원순환관리처 자원순환사업부,3048.0,미래폐자원 거점수거센터,김경환 대리(010-7525-4330),-,-,-
수성청사,대구시 수성구 무학로209,35.830385156828,128.631528349887,대구경북환경본부 환경서비스처 환경안전경영부,3038.0,청사,박명곤 대리(010-2901-7721),-,-,-
홍보관,대구시 달서구 성서공단로40,35.832825883214,128.487231036875,대구경북환경본부 환경서비스처 환경안전경영부,3040.0,홍보관,박명곤 대리(010-2901-7721),-,-,-
